,UserId,ProductId,Rating,Timestamp,Snack_Sub_Name,Price,Product_ID
26,AYTBGUX49LF3W,0528881469,4.0,1398470400,Yummy Bazaar World Sampler,9.95,594451647
27,A24QFSUU00IZ05,0528881469,2.0,1293580800,Yummy Bazaar World Sampler,9.95,594451647
28,A1NG5X8VYZWX0Q,0528881469,1.0,1286582400,MunchPak,9.95,594481902
29,A1E4WG8HRWWK4R,0528881469,5.0,1390867200,Keto Krate,34.95,594482127
30,A2AOEW5UGXFOOQ,0528881469,5.0,1294790400,SnackNation,9.99,558835155
31,A2XSWV6AQI90BR,0528881469,1.0,1299974400,NatureBox,5.0,528881469
32,AR84FMFYCQCWF,0528881469,1.0,1296691200,Candy Club,39.99,511189877
33,A19TBA1WARJS55,0528881469,2.0,1340496000,Candy Club,39.99,511189877
34,A3C5SMBSKKWNPT,0528881469,5.0,1285113600,Keto Krate,34.95,594482127
35,A24EV6RXELQZ63,0528881469,1.0,1317254400,Universal Yums,13.0,594511488
36,A3T6ZQONABIJSG,0528881469,1.0,1358035200,SnackNation,9.99,558835155
37,A132P6YSJSI5G2,0528881469,2.0,1298851200,FitSnack,19.9,594477670
38,A1NQPG5IJ43HJI,0558835155,3.0,1372550400,Yummy Bazaar World Sampler,9.95,594451647
39,A2WOJCFAWI8VS8,059400232X,5.0,1379376000,Bokksu,39.0,594481813
40,A22FB2WSZSXSHH,059400232X,5.0,1348790400,MunchPak,9.95,594481902
41,AZQZ3STMCBG5H,059400232X,5.0,1395705600,Candy Club,39.99,511189877
42,A2EGPA22UHMQXL,0594012015,1.0,1405296000,SnackNation,9.99,558835155
43,AC57CU3TF6ZMJ,0594012015,5.0,1404172800,Love With Food,9.99,439886341
44,A2YX0Z6RHA8Y2H,0594012015,1.0,1384300800,Yummy Bazaar World Sampler,9.95,594451647
45,A38T51B7J6QVD9,0594012015,1.0,1377129600,NatureBox,5.0,528881469
46,A1HOSS7PNC1LMU,0594012015,1.0,1374537600,Candy Club,39.99,511189877
47,A9HI77BE35VYE,0594012015,1.0,1373932800,Vegan Cuts Snack Box,22.95,899336795
48,A3HFUWKSPF5QEH,0594012015,5.0,1374278400,Universal Yums,13.0,594511488
49,A38ETMHM9ATSF0,0594012015,1.0,1374105600,SnackNation,9.99,558835155
50,A34O6MND17VDDH,0594017343,1.0,1323216000,Try the World Snack,19.0,972683275
51,A3JSAGWSLY5044,0594017580,3.0,1404432000,Bokksu,39.0,594481813
52,A3B12X05JZKM94,0594033896,5.0,1405382400,MunchPak,9.95,594481902
53,AKZOMZCNU41GZ,0594033896,4.0,1388620800,Keto Krate,34.95,594482127
54,A2XTFY0GJDF3R2,0594033896,4.0,1300233600,Universal Yums,13.0,594511488
55,A3ILG56NE5QU37,0594033896,5.0,1399420800,MunchPak,9.95,594481902
56,AOK77THMKCGXZ,0594033896,4.0,1394496000,Snakku,38.95,321732944
57,A24RBL3W5W6SAN,0594033926,5.0,1392422400,NatureBox,5.0,528881469
58,A2RX85Y4S27N2J,0594033926,1.0,1397865600,Candy Club,39.99,511189877
59,A253JJFXQNPCOJ,0594033926,4.0,1387584000,TokyoTreat,22.5,970407998
60,AHYURLVH267MA,0594033926,5.0,1389225600,Bokksu,39.0,594481813
61,A1FXYTO11KEJ2P,0594033926,4.0,1398297600,MunchPak,9.95,594481902
62,A2TKKYL3GKFS2M,0594033926,5.0,1388102400,MunchPak,9.95,594481902
63,A3F069UFW04K1E,0594033926,5.0,1392249600,Love With Food,9.99,439886341
64,A3HQ8RXUMJ2Y58,0594033926,5.0,1400976000,NatureBox,5.0,528881469
65,A2MNKBHPMBB0EA,0594033926,5.0,1390003200,MunchPak,9.95,594481902
66,A3HGTTFIDLCWDJ,0594033926,4.0,1396483200,FitSnack,19.9,594477670
67,AYM7NJTTX3M0L,0594033926,5.0,1393200000,NatureBox,5.0,528881469
68,A2PL24SVISXZM9,0594033926,5.0,1392422400,TokyoTreat,22.5,970407998
69,A3I1C8WM8DLSMM,0594033926,5.0,1395964800,Love With Food,9.99,439886341
70,A29LNVZLBG0IYN,0594033926,5.0,1402876800,ZenPop,24.5,594012015
71,A2CP4GY6XAWIII,0594033926,5.0,1403568000,Vegan Cuts Snack Box,22.95,899336795
72,A1UMFN4RKU451R,0594033934,5.0,1359244800,MunchPak,9.95,594481902
73,A3T3XKC7H5ACI1,0594033934,5.0,1401235200,Snakku,38.95,321732944
74,A1NQNJ3EAZ6CMZ,0594202442,4.0,1360108800,Universal Yums,13.0,594511488
75,A34TPQUVSQXXPX,0594287995,5.0,1380672000,Snakku,38.95,321732944
76,A2B4F6LP0ZLI8E,0594296420,3.0,1398556800,Vegan Cuts Snack Box,22.95,899336795
77,A1RKH6803HVOQL,0594296420,5.0,1365379200,Bokksu,39.0,594481813
78,A3ZNVCQCG57AY,0594296420,5.0,1359331200,Keto Krate,34.95,594482127
79,A1HM74IXWXQ5D8,0594296420,5.0,1392854400,Try the World Snack,19.0,972683275
80,A2DUI0YVE1DZ48,0594296420,5.0,1388016000,Love With Food,9.99,439886341
81,AH3LYMIBZ6DKF,0594296420,5.0,1380672000,Keto Krate,34.95,594482127
82,AWA0CM7TY98QX,0594450209,5.0,1382313600,Yummy Bazaar World Sampler,9.95,594451647
83,A244IAP7UBVHH6,0594450209,5.0,1389139200,Bokksu,39.0,594481813
84,A3E7PG9CHDBICA,0594450705,5.0,1403827200,Bokksu,39.0,594481813
85,A2JXAZZI9PHK9Z,0594451647,5.0,1388707200,Snackfair,15.5,13279300
86,A1RTWWRHVIVWQW,0594451647,5.0,1404691200,Vegan Cuts Snack Box,22.95,899336795
87,A2P5U7BDKKT7FW,0594451647,2.0,1398556800,Love With Food,9.99,439886341
88,A262D8GC5XRU31,0594451647,5.0,1400025600,Candy Club,39.99,511189877
89,AAZ084UMH8VZ2,0594451647,5.0,1399161600,NatureBox,5.0,528881469
90,A3M122DYN9L5N8,0594451647,1.0,1388707200,Try the World Snack,19.0,972683275
91,A3S0RV5ZQ37538,0594451647,4.0,1399075200,ZenPop,24.5,594012015
92,A150Y5KRN7FWJJ,0594451647,5.0,1384646400,Universal Yums,13.0,594511488
93,AEZ3CR6BKIROJ,0594451647,4.0,1405036800,Yummy Bazaar World Sampler,9.95,594451647
94,A3BY5KCNQZXV5U,0594451647,5.0,1390176000,NatureBox,5.0,528881469
95,A1JIOBEWHVV8MC,0594451647,5.0,1393545600,TokyoTreat,22.5,970407998
96,A2OJRZGW5YVGNS,0594451647,5.0,1384905600,Bokksu,39.0,594481813
97,A14KUMEJ094IZ3,0594451647,5.0,1396396800,TokyoTreat,22.5,970407998
98,A212UCG62RO8JF,0594451647,5.0,1389657600,Yummy Bazaar World Sampler,9.95,594451647
99,A18U7ZDE2VHD01,0594477670,5.0,1361232000,Yummy Bazaar World Sampler,9.95,594451647
100,A39J1PTX1KAL66,0594477670,5.0,1388361600,Love With Food,9.99,439886341
101,A2IEJQ8754BMSI,0594477670,4.0,1348185600,Candy Club,39.99,511189877
102,APGCN777AZIYR,0594478162,4.0,1389484800,Universal Yums,13.0,594511488
103,A1UMV2TNJ96LMU,0594481813,5.0,1390003200,NatureBox,5.0,528881469
104,A7S2B0I67WNWB,0594481813,4.0,1397606400,Vegan Cuts Snack Box,22.95,899336795
105,A3HICVLF4PFFMN,0594481813,5.0,1399248000,Candy Club,39.99,511189877
106,A3HGP1YI7G80HA,0594481813,5.0,1390176000,MunchPak,9.95,594481902
107,A2SRW2W1GXYKQZ,0594481813,5.0,1403827200,NatureBox,5.0,528881469
108,A3S51KDTK4P2JP,0594481813,4.0,1402876800,Snakku,38.95,321732944
109,A2ATRYXF83T83K,0594481813,5.0,1399766400,MunchPak,9.95,594481902
110,A5MJPMMDAA1RQ,0594481813,5.0,1395964800,Yummy Bazaar World Sampler,9.95,594451647
111,A1RGYV1ASMTMSE,0594481813,1.0,1390003200,Vegan Cuts Snack Box,22.95,899336795
112,ANSKSPEEAKY7S,0594481813,5.0,1372032000,ZenPop,24.5,594012015
113,A2QBZA4S1ROX9Q,0594481813,3.0,1369440000,Yummy Bazaar World Sampler,9.95,594451647
114,A2FT4NPBE189NB,0594481813,5.0,1402790400,Yummy Bazaar World Sampler,9.95,594451647
115,AEFUHKIXACWJW,0594481813,5.0,1383868800,Universal Yums,13.0,594511488
116,ANY6JUFM0GH8U,0594481813,5.0,1394323200,Vegan Cuts Snack Box,22.95,899336795
117,A29AHNG4TUERKG,0594481813,1.0,1375401600,NatureBox,5.0,528881469
118,AT09WGFUM934H,0594481813,3.0,1377907200,Bokksu,39.0,594481813
119,A1JB5VD57VRYAX,0594481813,5.0,1389830400,Bokksu,39.0,594481813
120,A22055Y81HHDQ9,0594481813,1.0,1384732800,Keto Krate,34.95,594482127
121,A2CVNEE0H2F1YE,0594481813,4.0,1385424000,Snackfair,15.5,13279300
122,ASLRVLGGF5F2J,0594481813,5.0,1404864000,TokyoTreat,22.5,970407998
123,A2TSQNO5HXCYN2,0594481813,5.0,1395273600,Candy Club,39.99,511189877
124,A1G0KYO61NFVTF,0594481813,5.0,1400803200,MunchPak,9.95,594481902
125,A2OC1UK7VMBLOT,0594481813,4.0,1398643200,Snackfair,15.5,13279300
126,A260COKJRRVS3U,0594481813,5.0,1401840000,FitSnack,19.9,594477670
127,A1T8TP4OHT5T13,0594481813,4.0,1399420800,MunchPak,9.95,594481902
128,AGAKHE014LQFU,0594481813,3.0,1379462400,MunchPak,9.95,594481902
129,A3NU787GB0X67S,0594481813,5.0,1404950400,Candy Club,39.99,511189877
130,AY0BL2JD0GAFT,0594481813,5.0,1399248000,FitSnack,19.9,594477670
131,A2UVFEZ7UDBRAA,0594481813,5.0,1368576000,Snackfair,15.5,13279300
132,A2332ANCYJS96P,0594481813,5.0,1398643200,Yummy Bazaar World Sampler,9.95,594451647
133,A1S6B5QFWGVL5U,0594481813,4.0,1372291200,Try the World Snack,19.0,972683275
134,A399VAWM09IRH9,0594481902,5.0,1403827200,Snackfair,15.5,13279300
135,AMP3SRCVG8VED,0594481902,5.0,1403654400,MunchPak,9.95,594481902
136,ANFUGJ8Z9EMQS,0594481902,5.0,1398384000,Try the World Snack,19.0,972683275
137,A2N3PEHL6QY8U8,0594481902,5.0,1398816000,SnackNation,9.99,558835155
138,A2KK9GUTOXMB43,0594481902,5.0,1399075200,MunchPak,9.95,594481902
139,A1G5M9B068B6N4,0594481902,5.0,1370649600,Snackfair,15.5,13279300
140,A107S4MT25VXQ5,0594481902,5.0,1399507200,Try the World Snack,19.0,972683275
141,A1IIGG5OMZKNYP,0594481902,2.0,1382832000,MunchPak,9.95,594481902
142,A3RV0ZUIEOM0TX,0594481902,5.0,1384473600,ZenPop,24.5,594012015
143,AAWFWZ2K9WTV1,0594481902,5.0,1395619200,Vegan Cuts Snack Box,22.95,899336795
144,A2J3WVIQ5LO1O7,0594481902,4.0,1400284800,Vegan Cuts Snack Box,22.95,899336795
145,A1GI134K2EVPEM,0594481902,5.0,1401235200,SnackNation,9.99,558835155
146,A37ASPPZ778F9O,0594481902,1.0,1403913600,SnackNation,9.99,558835155
147,AWL0JAXP3LQWJ,0594482127,4.0,1390176000,TokyoTreat,22.5,970407998
148,A29FNXHYVA2W4G,0594511488,5.0,1398124800,NatureBox,5.0,528881469
149,A32JHAQPVSGHUD,0594511488,5.0,1396828800,FitSnack,19.9,594477670
150,A2C8SNQ59NMJ1,0594514681,5.0,1389916800,FitSnack,19.9,594477670
151,AUMPN10O0S5WE,0594514681,4.0,1393372800,FitSnack,19.9,594477670
152,A1APJUGO70YI8,0594514789,5.0,1398988800,Yummy Bazaar World Sampler,9.95,594451647
153,A3EI9TX2A4MUSZ,0594549507,4.0,1386720000,Keto Krate,34.95,594482127
154,A3JQESKSRFB6MV,0594549558,5.0,1388534400,ZenPop,24.5,594012015
155,A3AW83CCH2SYAG,0743610431,5.0,1394841600,Yummy Bazaar World Sampler,9.95,594451647
156,A3IL8P9RPBUW2X,0743610431,3.0,1374278400,Try the World Snack,19.0,972683275
157,A1C09ZLU9Z56TG,0777700018,5.0,1355011200,Bokksu,39.0,594481813
158,A2E14J26DQZOAA,0777700018,5.0,1355529600,Snakku,38.95,321732944
159,A16OJ9FTF432BE,0840017677,4.0,1321315200,Snakku,38.95,321732944
160,A2WOSVWG4SX1J1,0879393742,5.0,1386892800,SnackNation,9.99,558835155
161,A17ZYVAZZZWXU5,0879393742,3.0,1388534400,Try the World Snack,19.0,972683275
162,A1PY7ODDSRIFGV,0879393742,4.0,1368057600,Try the World Snack,19.0,972683275
163,AJ4QIAKKHW21N,089933623X,1.0,1312156800,FitSnack,19.9,594477670
164,A2RMLNVKPFRK7X,089933623X,4.0,1207699200,TokyoTreat,22.5,970407998
165,A2R4GEWPLORVSO,0899336795,2.0,1103328000,MunchPak,9.95,594481902
166,A1KKUYTDUZDZSA,0899336795,4.0,1104192000,TokyoTreat,22.5,970407998
167,A34527S2PDKKGN,0899336795,3.0,1204848000,Snackfair,15.5,13279300
168,ACVACAN9F8XKR,0899336795,1.0,1180915200,SnackNation,9.99,558835155
169,A5OXSZ6JI3WW0,0899336795,1.0,1308528000,Universal Yums,13.0,594511488
170,A28K8QC9C4WPGE,0899336795,1.0,1141084800,SnackNation,9.99,558835155
171,A266DODBJYK0X,0899336795,1.0,1116806400,Vegan Cuts Snack Box,22.95,899336795
172,A17RBVZX3VTNBW,0899336795,1.0,1111449600,Vegan Cuts Snack Box,22.95,899336795
173,AV4GK35MHBFMW,0899336795,1.0,1133395200,Universal Yums,13.0,594511488
174,A3UKB1QYS8KBW0,0899336795,1.0,1104537600,NatureBox,5.0,528881469
175,A11E2USO989A37,094339676X,5.0,1388448000,Snackfair,15.5,13279300
176,A9CRICSLKO7DJ,0970407998,1.0,1330732800,NatureBox,5.0,528881469
177,A32HSNCNPRUMTR,0970407998,1.0,1319673600,NatureBox,5.0,528881469
178,A17HMM1M7T9PJ1,0970407998,4.0,1281744000,Keto Krate,34.95,594482127
179,A1GWA4DX7T4RWE,0970407998,5.0,1300492800,Bokksu,39.0,594481813
180,A233AWZLS4LDYO,0970407998,5.0,1359676800,NatureBox,5.0,528881469
181,A737SIAIN3WIY,0970408005,5.0,1182816000,Candy Club,39.99,511189877
182,AVH06NSECM8EY,0970408005,3.0,1323475200,Universal Yums,13.0,594511488
183,A1BKC6B7YHYTVV,0972683275,4.0,1405382400,Bokksu,39.0,594481813
184,AWVFSIB42LHKJ,0972683275,4.0,1405209600,Universal Yums,13.0,594511488
185,A36MQBNADRH8YY,0972683275,5.0,1405641600,Universal Yums,13.0,594511488
186,A3SRXMPLAEZ6DP,0972683275,4.0,1405987200,TokyoTreat,22.5,970407998
187,A20XXTXWF2TCPY,0972683275,5.0,1405123200,SnackNation,9.99,558835155
188,AOZZ0CTG5RMW1,0972683275,4.0,1302912000,Love With Food,9.99,439886341
189,A2IDCSC6NVONIZ,0972683275,5.0,1367280000,Universal Yums,13.0,594511488
190,AML8NIWFKHZJU,0972683275,3.0,1383782400,Vegan Cuts Snack Box,22.95,899336795
191,A33HBPL7Q6SZMG,0972683275,5.0,1385337600,Keto Krate,34.95,594482127
192,A22JDDJB1ZLGGZ,0972683275,5.0,1372636800,Candy Club,39.99,511189877
193,A39PZJCRS98E6P,0972683275,5.0,1316908800,SnackNation,9.99,558835155
194,A17S5ODXALEGVP,0972683275,5.0,1325376000,TokyoTreat,22.5,970407998
195,A2WAXINV2ODKUQ,0972683275,5.0,1373846400,Snackfair,15.5,13279300
196,A23X08KRDJKF7,0972683275,5.0,1388016000,Snakku,38.95,321732944
197,A15FPN5N8TI3Q8,0972683275,3.0,1361059200,TokyoTreat,22.5,970407998
198,A1ZD73MDX4POAY,0972683275,5.0,1336521600,Love With Food,9.99,439886341
199,A1EDI0X3GI1SK7,0972683275,5.0,1323993600,NatureBox,5.0,528881469
200,A3BMUBUC1N77U8,0972683275,4.0,1385164800,Try the World Snack,19.0,972683275
201,A1WSLZ5AVVHLRX,0972683275,5.0,1370476800,Snackfair,15.5,13279300
202,A2ZBW1GVAXYGNI,0972683275,1.0,1359504000,Bokksu,39.0,594481813
203,A3H4C425X1H2H9,0972683275,5.0,1402358400,TokyoTreat,22.5,970407998
204,A17D7RRY5F6Q6E,0972683275,4.0,1369267200,Vegan Cuts Snack Box,22.95,899336795
205,AYL6T95NTTYCT,0972683275,1.0,1343260800,Candy Club,39.99,511189877
206,ARG1JEPRCUDQT,0972683275,5.0,1381190400,ZenPop,24.5,594012015
207,A3BPE4JK9G2SIE,0972683275,5.0,1351296000,ZenPop,24.5,594012015
208,AVRFGGCCCR6QU,0972683275,4.0,1283126400,Yummy Bazaar World Sampler,9.95,594451647
209,ARW08E970C4A4,0972683275,3.0,1379203200,SnackNation,9.99,558835155
210,AKUNHU70LFK6E,0972683275,5.0,1375660800,NatureBox,5.0,528881469
211,A156MPSDULFFO5,0972683275,4.0,1311292800,Yummy Bazaar World Sampler,9.95,594451647
212,A1RJD803EYM353,0972683275,5.0,1360454400,Snakku,38.95,321732944
213,A3UOSOCRKS3WIH,0972683275,5.0,1368316800,ZenPop,24.5,594012015
214,AWE6E7DWGGWN7,0972683275,5.0,1365465600,Love With Food,9.99,439886341
215,A3PRSCGIX3NY0X,0972683275,5.0,1388448000,NatureBox,5.0,528881469
216,A1RGY08MHYC8AG,0972683275,4.0,1377907200,Yummy Bazaar World Sampler,9.95,594451647
217,AQJ9VAGG0QKEH,0972683275,5.0,1374364800,Try the World Snack,19.0,972683275
218,A3NFODKXP6LXLV,0972683275,5.0,1400457600,Vegan Cuts Snack Box,22.95,899336795
219,A36JCYNJG4Q2W6,0972683275,5.0,1293580800,NatureBox,5.0,528881469
220,A2XPU8EMY19NBQ,0972683275,3.0,1315008000,ZenPop,24.5,594012015
221,A1FAOXB8IJS99K,0972683275,5.0,1326412800,Candy Club,39.99,511189877
222,A19X9H8DC3U31K,0972683275,5.0,1360972800,Vegan Cuts Snack Box,22.95,899336795
223,A32XX53PIYV78T,0972683275,4.0,1304812800,MunchPak,9.95,594481902
224,A1G1B7UE7D675U,0972683275,5.0,1383955200,TokyoTreat,22.5,970407998
225,A778X9CUE16YO,0972683275,4.0,1393977600,MunchPak,9.95,594481902
226,A1E9C49T7E6GKV,0972683275,5.0,1377475200,MunchPak,9.95,594481902
227,A2G2K3OC74CPFZ,0972683275,5.0,1311465600,Snackfair,15.5,13279300
228,A371ZZ95ZQEIZV,0972683275,4.0,1389052800,Candy Club,39.99,511189877
229,A17BX6ISOLKLXM,0972683275,4.0,1294617600,Love With Food,9.99,439886341
230,A1SJ4E4I684N6M,0972683275,5.0,1377561600,Snackfair,15.5,13279300
231,A3A5LQ5T7M7I8V,0972683275,5.0,1346716800,FitSnack,19.9,594477670
232,A18SGGRTJKKHR3,0972683275,3.0,1317168000,ZenPop,24.5,594012015
233,A2ZSAJ28QS6Z68,0972683275,5.0,1357257600,MunchPak,9.95,594481902
234,A2UUNC4CW16062,0972683275,3.0,1361232000,Love With Food,9.99,439886341
235,A7060R14RJF3I,0972683275,4.0,1368835200,ZenPop,24.5,594012015
236,AIHN98QLUVU7E,0972683275,5.0,1325116800,Love With Food,9.99,439886341
237,A3RCX7Z7I9G2MF,0972683275,5.0,1388966400,Universal Yums,13.0,594511488
238,A1JLEDHBYBOLG2,0972683275,5.0,1321488000,Snackfair,15.5,13279300
239,A3GG0HR8199P8Z,0972683275,1.0,1336348800,Keto Krate,34.95,594482127
240,A3R0H2RJY9DM99,0972683275,5.0,1325116800,Snackfair,15.5,13279300
241,A26QCCO0101CO1,0972683275,5.0,1361404800,Yummy Bazaar World Sampler,9.95,594451647
242,APBF796U7GUTV,0972683275,5.0,1331942400,Bokksu,39.0,594481813
243,A3T1DE9OZLLLWG,0972683275,1.0,1360454400,TokyoTreat,22.5,970407998
244,AUCYYUP15XJA,0972683275,5.0,1367884800,NatureBox,5.0,528881469
245,A14V9YT3C4QRPW,0972683275,4.0,1366156800,Try the World Snack,19.0,972683275
246,A1HRZF7BQSCLUC,0972683275,4.0,1354665600,Universal Yums,13.0,594511488
247,AZPT44204EODM,0972683275,5.0,1393113600,NatureBox,5.0,528881469
248,A1TDQTL9185HTU,0972683275,5.0,1404777600,Love With Food,9.99,439886341
249,A6DI4IE8MKFYR,0972683275,5.0,1363219200,Candy Club,39.99,511189877
250,A1CE42YCMQ3FEX,0972683275,4.0,1365724800,Snakku,38.95,321732944
251,A1VYNYUM57GAM0,0972683275,5.0,1384905600,SnackNation,9.99,558835155
252,A1C1XLRK3R841B,0972683275,5.0,1384819200,Yummy Bazaar World Sampler,9.95,594451647
253,AF6352V65ZNG1,0972683275,4.0,1386201600,Vegan Cuts Snack Box,22.95,899336795
254,AFS5ZGZ2M3ZGV,0972683275,5.0,1379721600,Snackfair,15.5,13279300
255,AH5FPXRBVFP0B,0972683275,5.0,1364083200,Yummy Bazaar World Sampler,9.95,594451647
256,A1FXZJ8ZMQLYBS,0972683275,5.0,1322524800,Try the World Snack,19.0,972683275
257,A2HLNXOYLMERTC,0972683275,5.0,1397606400,Candy Club,39.99,511189877
258,A2ULCET06LOPBB,0972683275,5.0,1369785600,Vegan Cuts Snack Box,22.95,899336795
259,A95VB9FYXW5XJ,0972683275,5.0,1391990400,NatureBox,5.0,528881469
260,A3CCITVF0WL6KE,0972683275,5.0,1357689600,SnackNation,9.99,558835155
261,AYZ54MQJUM3NV,0972683275,5.0,1404000000,ZenPop,24.5,594012015
262,AYQNWE3AX4H08,0972683275,5.0,1374105600,FitSnack,19.9,594477670
263,A3P2ZN0QGUALHG,0972683275,5.0,1310515200,TokyoTreat,22.5,970407998
264,AS2KRDSIWBM2P,0972683275,4.0,1354233600,Snackfair,15.5,13279300
265,ALL8RBDZK0WWO,0972683275,4.0,1357257600,SnackNation,9.99,558835155
266,A33MVR4OT3321,0972683275,5.0,1357603200,ZenPop,24.5,594012015
267,A3P24ZSF9IQRJJ,0972683275,5.0,1402617600,ZenPop,24.5,594012015
268,A2YYH2I9S9TUCM,0972683275,5.0,1379203200,MunchPak,9.95,594481902
269,A3PY6TQYAZG7MB,0972683275,5.0,1306886400,Yummy Bazaar World Sampler,9.95,594451647
270,A7SPHMIUOO3H1,0972683275,4.0,1399075200,Yummy Bazaar World Sampler,9.95,594451647
271,A1JI3XL5ME8CWM,0972683275,4.0,1336435200,SnackNation,9.99,558835155
272,AIRPOKZ4206EG,0972683275,5.0,1369008000,MunchPak,9.95,594481902
273,A320EVMBXQI9B8,0972683275,2.0,1367193600,FitSnack,19.9,594477670
274,AQBLWW13U66XD,0972683275,5.0,1375574400,Snakku,38.95,321732944
275,A2JQZJVI9DS6R6,0972683275,5.0,1317686400,SnackNation,9.99,558835155
276,AEBGTLDMLWZO4,0972683275,5.0,1404604800,Vegan Cuts Snack Box,22.95,899336795
277,A70MDVX1NI1MM,0972683275,5.0,1324684800,Vegan Cuts Snack Box,22.95,899336795
278,A1WT0YXXFDUY46,0972683275,5.0,1393286400,Snakku,38.95,321732944
279,A2DO34E3J21CRT,0972683275,5.0,1311724800,Bokksu,39.0,594481813
280,A1079KKA0AXSL3,0972683275,4.0,1326067200,ZenPop,24.5,594012015
281,A3NNSGACHBM7MK,0972683275,4.0,1330128000,Snackfair,15.5,13279300
282,A3CK3T0E4C99CJ,0972683275,5.0,1341014400,Love With Food,9.99,439886341
283,AUKEU9CW56TT4,0972683275,5.0,1396828800,SnackNation,9.99,558835155
284,A3UNB8ASV0YNCN,0972683275,4.0,1332374400,Keto Krate,34.95,594482127
285,A2BWX768VJ5QFS,0972683275,5.0,1298678400,FitSnack,19.9,594477670
286,AYIMC83D50LGH,0972683275,5.0,1394064000,Keto Krate,34.95,594482127
287,A21VE3LW3ZQ7KZ,0972683275,4.0,1402531200,Yummy Bazaar World Sampler,9.95,594451647
288,A2IYE9D2TEIDYV,0972683275,5.0,1371600000,SnackNation,9.99,558835155
289,A1Z3FKFCMLSMG3,0972683275,4.0,1323302400,ZenPop,24.5,594012015
290,A28YQET4K11XVA,0972683275,4.0,1312934400,Keto Krate,34.95,594482127
291,AYRHK2GGO4VFU,0972683275,5.0,1337299200,Snackfair,15.5,13279300
292,A3130BH1Z7OPD2,0972683275,3.0,1354147200,SnackNation,9.99,558835155
293,AGWAOGY3WTN4X,0972683275,5.0,1364428800,ZenPop,24.5,594012015
294,A1L5LHGAUIIEOU,0972683275,5.0,1345161600,FitSnack,19.9,594477670
295,A23A7OH3AM0PDA,0972683275,4.0,1296086400,NatureBox,5.0,528881469
296,A12AU3CNAWYO5D,0972683275,5.0,1356220800,TokyoTreat,22.5,970407998
297,A5O0P0JV6PLU3,0972683275,5.0,1353801600,FitSnack,19.9,594477670
298,A3TY97QXQ6ZFSQ,0972683275,4.0,1291766400,ZenPop,24.5,594012015
299,A2LKVJ3HM9FKUE,0972683275,5.0,1404604800,MunchPak,9.95,594481902
300,A35QI2GKW8K230,0972683275,1.0,1284595200,Try the World Snack,19.0,972683275
301,A4VTUX8VGLMAW,0972683275,5.0,1332201600,Love With Food,9.99,439886341
302,A27X48PMUGK6U4,0972683275,5.0,1290211200,Bokksu,39.0,594481813
303,A36B6D7RXI94JR,0972683275,5.0,1364774400,MunchPak,9.95,594481902
304,A2KQDWZZUBBNOJ,0972683275,4.0,1306800000,Vegan Cuts Snack Box,22.95,899336795
